popularity,vote_count,video,poster_path,id,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
22.911,4810,False,/eSVtBB2PVFbQiFWC7CQi3EjIZnn.jpg,335797,False,/fxDXp8un4qNY9b1dLd7SH6CKzC.jpg,en,Sing,"[16, 35, 18, 10751]",Sing,7.0,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,2016-11-23
22.548,3411,False,/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg,458723,False,/18qxSxzAUs7UjZ3dKCkxAOv0yb1.jpg,en,Us,"[53, 27, 9648]",Us,7.0,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",2019-03-14
22.394,2468,False,/9yOnWCvpNr6RRhc4zhJdVqR7GKw.jpg,257445,False,/itouI22hCgvU4psqC9DuwAOYuL2.jpg,en,Goosebumps,"[12, 35, 27]",Goosebumps,6.2,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",2015-08-05
22.38,3105,False,/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg,369972,False,/jrudoaXcoLyHRPdolyOGemXgPEs.jpg,en,First Man,"[36, 18]",First Man,7.1,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",2018-10-11
22.295,3696,False,/ifzddUhnsTf1h6guBUKBlDwuS1t.jpg,364,False,/reQewz6KndV7Js2mfLfaaX8Rj0T.jpg,en,Batman Returns,"[28, 14]",Batman Returns,6.8,"Having defeated the Joker, Batman now faces the Penguin—a warped and deformed individual who is intent on being accepted into Gotham society, with the help of Max Schreck, a crooked businessman, whom he coerces into helping him run for the position of Mayor of Gotham, while they both attempt to frame Batman in a different light. Batman must attempt to clear his name, all while also deciding just what must be done with the mysterious Catwoman slinking about.",1992-06-19
22.114,2488,False,/wMq9kQXTeQCHUZOG4fAe5cAxyUA.jpg,346910,False,/f4E0ocYeToEuXvczZv6QArrMDJ.jpg,en,The Predator,"[28, 12, 35, 27, 878, 53]",The Predator,5.3,"When a kid accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled female scientist can prevent the end of the human race.",2018-09-05
22.083,2101,False,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,479455,False,/enNSnMYj78ihLmiWrB4K6ymv9ux.jpg,en,Men in Black: International,"[35, 878]",Men in Black: International,5.9,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",2019-06-12
21.981,4580,False,/jcvJ2xcVWU9Wh0hZAxcs103s8nN.jpg,28,False,/oh9MdyIu333sC1biBeEgPqgSpVW.jpg,en,Apocalypse Now,"[18, 10752]",Apocalypse Now,8.3,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",1979-08-15
21.923,4435,False,/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg,268,False,/2blmxp2pr4BhwQr74AdCfwgfMOb.jpg,en,Batman,"[28, 14]",Batman,7.2,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",1989-06-23
21.87,1278,False,/hXgmWPd1SuujRZ4QnKLzrj79PAw.jpg,438650,False,/aiM3XxYE2JvW1vJ4AC6cI1RjAoT.jpg,en,Cold Pursuit,[28],Cold Pursuit,5.4,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",2019-02-07
21.775,3267,False,/MZFPacfKzgisnPoJIPEFZUXBBT.jpg,140300,False,/eHWmEUP4fa7h1Fe7TXfTL7ncDl8.jpg,en,Kung Fu Panda 3,"[28, 12, 16, 35, 10751]",Kung Fu Panda 3,6.7,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",2016-01-23
21.057,2392,False,/b4sAWNIbfXw4WTdc1wiVRBk2Vko.jpg,813,False,/tFPvOmz0uNmfp1sq2ebYAeUCLQ4.jpg,en,Airplane!,[35],Airplane!,7.3,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",1980-07-02
20.982,5402,False,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,339846,False,/6QmX2BDVr1hIOIPHqnxvp1C1ZZp.jpg,en,Baywatch,"[28, 35]",Baywatch,6.1,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",2017-05-12
20.95,3633,False,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,335988,False,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,en,Transformers: The Last Knight,"[28, 12, 878, 53]",Transformers: The Last Knight,6.0,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",2017-06-16
20.769,2405,False,/A7XkpLfNH0El2yyDLc4b0KLAKvE.jpg,329996,False,/5tFt6iuGnKapHl5tw0X0cKcnuVo.jpg,en,Dumbo,"[12, 14, 10751]",Dumbo,6.6,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",2019-03-27
20.65,1120,False,/9kOtMOUa5HrOiIG2Z9Anv7M8AbY.jpg,511987,False,/yG0iksOxpsbZo3fwAGRxpxHQTcZ.jpg,en,Crawl,"[28, 18, 27, 53]",Crawl,6.1,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",2019-07-11
20.549,1179,False,/4d4mTSfDIFIbUbMLUfaKodvxYXA.jpg,551332,False,/mHz65gYQ3SmkQH3GKWSKWUkK5zW.jpg,en,The Two Popes,"[35, 18, 36]",The Two Popes,7.7,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",2019-11-27
20.452,1280,False,/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg,531309,False,/j3w3lT3ABvJsVE3byNOMCYmnGMB.jpg,en,Brightburn,"[27, 878, 53]",Brightburn,5.8,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",2019-05-09
19.694,2500,False,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,537915,False,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,en,After,"[18, 10749]",After,6.1,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",2019-04-11
19.641,9161,False,/yPisjyLweCl1tbgwgtzBCNCBle.jpg,424,False,/cTNYRUTXkBgPH3wP3kmPUB5U6dA.jpg,en,Schindler's List,"[18, 36, 10752]",Schindler's List,8.6,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,1993-11-30
19.572,5645,False,/szVwkB4H5yyOJBVuQ432b9boO0N.jpg,124905,False,/2WKcxQbTVkLUgoS5kPnHlecbj02.jpg,en,Godzilla,"[28, 18, 878]",Godzilla,6.1,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",2014-05-14
19.525,1417,False,/1rjaRIAqFPQNnMtqSMLtg0VEABi.jpg,515195,False,/rLBkg55NUSwFjPjVYHOXyQc0hAL.jpg,en,Yesterday,"[35, 14, 10749]",Yesterday,6.7,"Jack Malik is a struggling singer-songwriter in an English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie. After a freak bus accident during a mysterious global blackout, Jack wakes up to discover that he's the only person on Earth who can remember The Beatles.",2019-06-27
19.459,6280,False,/zr2p353wrd6j3wjLgDT4TcaestB.jpg,111,False,/51fjuzYoJKvGW43j32nBpWW6Tm1.jpg,en,Scarface,"[28, 80, 18, 53]",Scarface,8.1,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",1983-12-08
19.378,3307,False,/yUzQ4r3q1Dy0bUAkMvUIwf0rPpR.jpg,855,False,/7u2p0VxnhVMHzfSnxiwz5iD3EP7.jpg,en,Black Hawk Down,"[28, 36, 10752]",Black Hawk Down,7.3,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",2001-12-28
19.368,5237,False,/d3qcpfNwbAMCNqWDHzPQsUYiUgS.jpg,300668,False,/5zfVNTrkhMu673zma6qhFzG01ig.jpg,en,Annihilation,"[27, 878]",Annihilation,6.3,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",2018-02-22
19.345,1688,False,/AiRfixFcfTkNbn2A73qVJPlpkUo.jpg,375588,False,/axjFiijtxdfK3CD9dMwrdgLwblD.jpg,en,Robin Hood,"[28, 12, 53]",Robin Hood,5.8,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,2018-11-21
19.34,1529,False,/smxA8yvZ0LzDPer9BIRd4pyOpx1.jpg,360920,False,/juc9wt7Eh2IarLL5S1yQ1a21O1A.jpg,en,The Grinch,"[16, 35, 14, 10751]",The Grinch,6.5,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,2018-11-08
19.32,1592,False,/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,456740,False,/hMbP23EkGk6tjEjRZQXhnVAl5fW.jpg,en,Hellboy,"[28, 12, 14, 878]",Hellboy,5.2,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",2019-04-10
19.246,1074,False,/nYcaCNkB4EgVyvrXxxbklefDrGL.jpg,412117,False,/5mFcjZ58f9Pqg5RNv493XlfgzIX.jpg,en,The Secret Life of Pets 2,"[12, 16, 35, 10751]",The Secret Life of Pets 2,6.6,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",2019-05-24
19.099,3572,False,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,1091,False,/7mdGrxp3ZL2OqNSrQ5LoYySi5MH.jpg,en,The Thing,"[27, 9648, 878]",The Thing,8.0,"In remote Antarctica, a group of American research scientists are disturbed at their base camp by a helicopter shooting at a sled dog. When they take in the dog, it brutally attacks both human beings and canines in the camp and they discover that the beast can assume the shape of its victims. A resourceful helicopter pilot and the camp doctor lead the camp crew in a desperate, gory battle against the vicious creature before it picks them all off, one by one.",1982-06-25
18.999,1770,False,/8fDtXi6gVw8WUMWGT9XFz7YwkuE.jpg,500664,False,/qUAGip3XiaVN668WXF2iyukWgUu.jpg,en,Upgrade,"[28, 27, 878, 53]",Upgrade,7.4,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.",2018-06-01
18.973,1870,False,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,527641,False,/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg,en,Five Feet Apart,"[18, 10749]",Five Feet Apart,8.1,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",2019-03-15
18.879,9337,False,/dQ7uxvsVTspVIsqjfgQj8usJpwX.jpg,44214,False,/t8jFs6cOl1YVSfXXZivWtEb14tF.jpg,en,Black Swan,"[18, 53, 27]",Black Swan,7.6,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,2010-12-03
18.781,4175,False,/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg,487558,False,/wKRrldOtg6HVeGqGLls6iT9XO7I.jpg,en,BlacKkKlansman,"[80, 18, 36]",BlacKkKlansman,7.6,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",2018-07-30
18.751,2939,False,/9j2AmDhZvdwMyYKpqe4CtBkN1Tw.jpg,267860,False,/qh3huQzcRUXZZihUE0cV6kW0SuE.jpg,en,London Has Fallen,"[28, 53]",London Has Fallen,6.0,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",2016-03-02
18.598,3302,False,/wOsPbJixVc80iilfcByLKPAKz6G.jpg,1368,False,/xiBsA8Qj5KhO4cUKz6RHDtKpBGs.jpg,en,First Blood,"[28, 12, 53, 10752]",First Blood,7.4,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",1982-10-22
18.558,2205,False,/litjsBoiydO6JlO70uOX4N3WnNL.jpg,442249,False,/r4clWIxKeWoqrHspQP0XunuUmB7.jpg,en,The First Purge,"[28, 27, 878, 53]",The First Purge,5.8,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",2018-07-04
18.552,1951,False,/l6zUaYqaQ5TFokesv3BPzBvSN0.jpg,1369,False,/tqrN6ZVA2lXeyqSi58kWvNdnzzA.jpg,en,Rambo: First Blood Part II,"[28, 12, 53, 10752]",Rambo: First Blood Part II,6.5,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,1985-05-21
18.543,4554,False,/buAYSdNVKMgNhdcuKHIwelSQxPe.jpg,1487,False,/13DIK3beAoroeJSdrcYm66s6hal.jpg,en,Hellboy,"[28, 14]",Hellboy,6.6,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon—Hellboy—has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",2004-04-02
18.516,8821,False,/5gJkVIVU7FDp7AfRAbPSvvdbre2.jpg,274870,False,/5EW4TR3fWEqpKsWysNcBMtz9Sgp.jpg,en,Passengers,"[18, 878, 10749]",Passengers,6.9,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",2016-12-21
18.338,2832,False,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,480530,False,/hZqx2JcZVjHSY2lMEMDC0XlObiw.jpg,en,Creed II,[18],Creed II,6.8,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",2018-11-21
18.203,1250,False,/fZXSwgZknp81vmciTb86rw0MejV.jpg,926,False,/zOyjWVIEJf5LhA88nBILQB8zfUJ.jpg,en,Galaxy Quest,"[35, 878, 10751]",Galaxy Quest,7.0,"The stars of a 1980s sci-fi show—now eking out a living through re-runs and sci-fi conventions—are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the cast members for help in their quest to overcome the oppressive regime in their solar system.",1999-12-23
18.199,4462,False,/6FxOPJ9Ysilpq0IgkrMJ7PubFhq.jpg,258489,False,/d9H2nXfKslf6B1cm7UtPBKhtUgA.jpg,en,The Legend of Tarzan,"[28, 12]",The Legend of Tarzan,5.8,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",2016-06-29
17.953,1996,False,/iNtFgXqXPRMkm1QO8CHn5sHfUgE.jpg,446021,False,/uyM09BML2F05VpJoXtf0tza44A4.jpg,en,Bad Times at the El Royale,[53],Bad Times at the El Royale,6.8,"Lake Tahoe, 1969. Seven strangers, each one with a secret to bury, meet at El Royale, a decadent motel with a dark past. In the course of a fateful night, everyone will have one last shot at redemption.",2018-10-04
17.862,2664,False,/5LYSsOPzuP13201qSzMjNxi8FxN.jpg,447200,False,/oMKFQmoVgB69fyXfSMu0lGlHJP2.jpg,en,Skyscraper,[28],Skyscraper,6.1,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",2018-07-11
17.862,4143,False,/r08DpyPyhXcJTfNZAICNGMzcQ8l.jpg,10555,False,/v3RnhCEMu9MVxA5aHWPgVzFGdSG.jpg,en,Shark Tale,"[28, 16, 35, 10751]",Shark Tale,6.0,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",2004-09-20
17.631,2434,False,/bElOpwpp45BGMWrMBdZAy9j3Vx7.jpg,1562,False,/q4GEKbi4ZO2lhZJg0Zr6kYNKQgm.jpg,en,28 Weeks Later,"[27, 878, 53]",28 Weeks Later,6.5,"The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",2007-04-26
17.621,3443,False,/lHV8HHlhwNup2VbpiACtlKzaGIQ.jpg,493922,False,/4DUoPZOHdPuROP4nyEIsPaMIiQl.jpg,en,Hereditary,"[27, 9648, 53]",Hereditary,7.1,"When Ellen, the matriarch of the Graham family, passes away, her daughter’s family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",2018-06-07
17.563,2538,False,/bXs0zkv2iGVViZEy78teg2ycDBm.jpg,424139,False,/8VjIXC2x8SHwAO52rfFpejKL4wc.jpg,en,Halloween,"[27, 53]",Halloween,6.4,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",2018-10-18
17.486,2717,False,/fGvoD6n6blbFprgbl3BJ2U8YHSF.jpg,7518,False,/vZSJZZ178D40pwzRXkKqQKjLU7X.jpg,en,Over the Hedge,"[16, 35, 10751]",Over the Hedge,6.4,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",2006-05-17
17.418,4563,False,/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg,324852,False,/ftRkFtAGuHngHnLiOxktq0aCVMF.jpg,en,Despicable Me 3,"[28, 12, 16, 35, 10751]",Despicable Me 3,6.3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,2017-06-15
17.394,4029,False,/s7OVVDszWUw79clca0durAIa6mw.jpg,299687,False,/xM9362mvTeBQvCqzNCroB40ZVYc.jpg,en,The 5th Wave,"[12, 878]",The 5th Wave,5.9,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,2016-01-14
17.368,1630,False,/4tdnePOkOOzwuGPEOAHp8UA4vqx.jpg,512196,False,/3KdQh3EsjXBSojVydtBQEh5TdAG.jpg,en,Happy Death Day 2U,"[35, 27, 878]",Happy Death Day 2U,6.2,"Collegian Tree Gelbman wakes up in horror to learn that she's stuck in a parallel universe. Her boyfriend Carter is now with someone else, and her friends and fellow students seem to be completely different versions of themselves. When Tree discovers that Carter's roommate has been altering time, she finds herself once again the target of a masked killer. When the psychopath starts to go after her inner circle, Tree soon realizes that she must die over and over again to save everyone.",2019-02-13
17.209,1252,False,/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,521029,False,/jB98SrdXAYSbiprjIwc7WfVCuCV.jpg,en,Annabelle Comes Home,"[27, 9648, 53]",Annabelle Comes Home,6.1,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",2019-06-26
17.15,1027,False,/hHAD7cx1j2RAyjwREVgJeLcLVoi.jpg,449562,False,/jNGddgRNErIMVsawEV2CVZ66dS3.jpg,en,The Hustle,[35],The Hustle,6.1,"Two female scam artists, one low rent and the other high class, compete to swindle a naïve tech prodigy out of his fortune. A remake of the 1988 comedy ""Dirty Rotten Scoundrels.""",2019-05-09
17.126,2594,False,/30lM3Uvzs6HOG5l4hzhwxYTWgd3.jpg,136400,False,/wZsX7160l5feO646shRx3liMutx.jpg,en,2 Guns,"[28, 35, 80]",2 Guns,6.5,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,2013-08-02
17.076,2933,False,/cwBq0onfmeilU5xgqNNjJAMPfpw.jpg,375262,False,/ph5fElfh4U7O3jwhFljxz2LDp1l.jpg,en,The Favourite,"[18, 36, 35]",The Favourite,7.6,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",2018-11-23
17.016,3044,False,/79AYCcxw3kSKbhGpx1LiqaCAbwo.jpg,415,False,/tgPFZxhDuxWd4VXYaz8eAUznGTF.jpg,en,Batman & Robin,"[28, 35, 14, 878]",Batman & Robin,4.3,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",1997-06-20
16.966,2540,False,/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,345887,False,/a24i4Qw6qFTtkFLQsncv8WPwevj.jpg,en,The Equalizer 2,"[53, 28, 80]",The Equalizer 2,6.5,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered.",2018-07-19
16.796,2938,False,/z0MafJgUnVyVbczicYMkPKKHkBi.jpg,7443,False,/b0Zlbk19oTLjKPvb807suPFKBtN.jpg,en,Chicken Run,"[16, 35, 10751]",Chicken Run,6.6,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Ginger the chicken along with the help of Rocky the American rooster decide to rebel and lead their fellow chickens in a great escape from the murderous farmers Mr. and Mrs. Tweedy and their farm of doom.",2000-06-21
16.69,3262,False,/kedC0y75jdzByjuZNLOWIOtduNw.jpg,235,False,/ljIF1JjdUUJtVW55x77vWSJxizQ.jpg,en,Stand by Me,"[80, 18]",Stand by Me,7.9,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",1986-08-08
16.67,2009,False,/slNJESItHPqp1CENEJQUPw8d7WE.jpg,11778,False,/oQYKQ2FfSjoWIwE02GlTC9vR4ex.jpg,en,The Deer Hunter,"[18, 10752]",The Deer Hunter,8.0,"A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",1978-12-08
16.661,1321,False,/mbsQS7SPmJxaLns2AeOAmeBaCgj.jpg,783,False,/yYHtbjJM8CdhDjhxoGtB5VbaIR6.jpg,en,Gandhi,"[18, 36]",Gandhi,7.5,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",1982-11-30
16.572,12784,False,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,346364,False,/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg,en,It,[27],It,7.2,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",2017-09-06
16.541,4090,False,/kfX8Ctin3fSZbdnjh6CXSNZUOVP.jpg,508,False,/nnfORNm5LclB9zxN3TqDKFTGOvT.jpg,en,Love Actually,"[35, 18, 10749]",Love Actually,7.1,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,2003-09-07
16.479,2039,False,/jZcF7xZVvrX2A4qNOqeHpmtbdBT.jpg,172385,False,/bRQPOVpvBmvep9WYnGcKguxjlg2.jpg,en,Rio 2,"[12, 16, 35, 10751]",Rio 2,6.4,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",2014-03-19
16.478,2219,False,/X7S1RtotXOZNV7OlgCfh5VKZSB.jpg,277216,False,/fdDTA06o5e7MRXnTGAf4EygL2MJ.jpg,en,Straight Outta Compton,"[18, 10402]",Straight Outta Compton,7.7,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",2015-08-13
16.471,5681,False,/1QqwJBv5a6ddgzaT6cLytJioyrJ.jpg,13183,False,/ok6Ws65nDSLAIKkKgIjqyM5OGCc.jpg,en,Watchmen,"[28, 9648, 878]",Watchmen,7.3,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",2009-03-05
